052C	N87395	C310
052E	N87397	C310
052F	N87398	ERCO
0530	N87399	ERCO
0531	N874	UH1
0533	N874AA	B722
0535	N874AC	P28A
053F	N874AN	B788
0543	N874AS	CRJ2
054D	N874BB	B505
0553	N874BH	SR22
055E	N874BU	EC45
0564	N874C	GLF4
0565	N874CA	TBM7
0566	N874CB	SSTL
0567	N874CC	PA18
0568	N874CD	SR22
0572	N874CP	SR22
0582	N874DE	RV8
058A	N874DN	B739
058F	N874DT	C182
0597	N874EA	SD4
0598	N874EB	PC12
05A6	N874ER	C172
05B3	N874FD	B77L
05B4	N874FE	C208
05F2	N874HS	PC12
05FA	N874J	C172
05FF	N874JE	BE58
0606	N874JM	CRER
060B	N874JS	BE33
0637	N874LL	C82S
0638	N874LM	SR22
0645	N874M	B06
0646	N874MA	PA32
064C	N874MG	FOX
064D	N874MH	PA38
064E	N874MJ	RV12
0651	N874MM	AT8T
0655	N874MR	AT3T
066B	N874NN	B738
066C	N874NP	RV9
0678	N874PA	P28A
068C	N874PW	C510
06AB	N874RB	ST75
06BE	N874RW	E170
06C5	N874SC	PA18
06C7	N874SE	UH1
06CD	N874SL	RV10
06D0	N874SP	BE20
06D4	N874ST	B407
06DB	N874T	SR20
06E4	N874TJ	CC19
06F0	N874TW	B752
06F1	N874TX	H25B
06F5	N874UA	A319
0702	N874UP	BE30
071F	N874VT	F900
0728	N874WB	SR22
072E	N874WH	BE58
0737	N874WS	COY2
078B	N8740A	B38M
078C	N8740B	C172
078D	N8740C	PA22
0797	N8740N	P28A
0798	N8740P	PA24
079A	N8740R	GLID
07A3	N87400	ERCO
07A6	N87403	C310
07A8	N87405	ERCO
07AE	N8741A	BE35
07AF	N8741B	C172
07B2	N8741E	P28A
07B4	N8741G	C150
07B5	N8741H	G164
07B7	N8741K	S108
07B8	N8741L	B38M
07B9	N8741M	BE23
07BA	N8741N	P28A
07BB	N8741P	PA24
07BE	N8741S	C150
07BF	N8741T	C182
07C0	N8741U	C172
07C1	N8741V	CH7B
07C2	N8741W	P28B
07C6	N87410	ERCO
07C8	N87412	C310
07C9	N87413	ERCO
07CA	N87414	ERCO
07CC	N87416	ERCO
07D0	N8742	FINC
07D1	N8742A	H25B
07D2	N8742B	C172
07D7	N8742G	C150
07DA	N8742K	S108
07DB	N8742L	PA25
07DC	N8742M	B38M
07DE	N8742P	PA24
07E3	N8742U	C172
07E4	N8742V	CH7B
07E6	N8742X	C182
07EC	N87423	ERCO
07ED	N87424	ERCO
07EF	N87426	ERCO
07F2	N87429	C310
07F5	N8743B	C172
07F8	N8743E	P32R
07F9	N8743F	H269
07FD	N8743K	B38M
07FF	N8743M	BE23
0800	N8743N	P28A
0801	N8743P	PA24
0807	N8743V	CH7B
080B	N8743Z	C206
080D	N87431	ERCO
080F	N87433	ERCO
0811	N87435	ERCO
0812	N87436	ERCO
0818	N8744B	B38M
0819	N8744C	PA22
081C	N8744F	H269
081E	N8744H	NAVI
0820	N8744K	B505
0823	N8744N	P28A
0824	N8744P	PA24
0827	N8744S	C150
082A	N8744V	CH7B
082F	N87440	ERCO
0831	N87442	B39M
0832	N87443	C310
0834	N87445	ERCO
0838	N87449	ERCO
083B	N8745B	CRJ2
083F	N8745F	P28A
0840	N8745G	C150
0843	N8745K	B38M
084D	N8745V	CH7B
084E	N8745W	P28B
084F	N8745X	C182
0850	N8745Y	PA18
0856	N87454	C310
085C	N8746	GLID
085E	N8746B	C172
085F	N8746C	PA22
0862	N8746F	H269
0866	N8746K	S108
0869	N8746N	P28A
086A	N8746P	PA24
086B	N8746Q	B38M
086E	N8746T	CA4
0870	N8746V	CH7A
0872	N8746X	C182
0874	N8746Z	B505
0876	N87461	C310
0879	N87464	C310
087D	N87468	RC3
087F	N8747	GLID
0881	N8747B	CRJ2
0882	N8747C	RV4
0884	N8747E	P28A
0887	N8747H	NAVI
0889	N8747K	S108
088B	N8747M	BE23
088D	N8747P	PA24
088E	N8747Q	B38M
0890	N8747S	C150
0892	N8747U	C150
0893	N8747V	CH7B
0894	N8747W	P28B
0895	N8747X	C182
0897	N8747Z	C185
08A4	N8748B	C172
08A5	N8748C	RV4
08AA	N8748H	NAVI
08AC	N8748K	S108
08AE	N8748M	BE23
08B1	N8748Q	B38M
08B3	N8748S	C150
08B4	N8748T	C182
08B6	N8748V	CH7B
08B9	N8748Y	PA30
08BC	N87481	C310
08BD	N87482	RC3
08C9	N8749D	PA22
08CA	N8749E	P28A
08CB	N8749F	H269
08CD	N8749H	NAVI
08D2	N8749N	P28A
08D4	N8749Q	B38M
08D6	N8749S	C150
08D7	N8749T	C182
08D8	N8749U	C172
08DA	N8749W	P28B
08DB	N8749X	WACF
08DD	N8749Z	C77R
08DE	N87490	C310
08DF	N87491	RC3
08E1	N87493	RC3
08EC	N875AC	SH36
08ED	N875AD	RV6
08F5	N875AM	B738
08F9	N875AR	H60
08FA	N875AS	CRJ2
0902	N875B	B350
0906	N875BD	B788
0912	N875BR	DA40
091B	N875C	BE33
091F	N875CD	C172
0927	N875CM	CH80
0929	N875CP	C82T
0936	N875DB	BE58
0939	N875DE	C82S
093D	N875DJ	SR20
0940	N875DM	BE20
0941	N875DN	B739
0945	N875DS	P28B
0949	N875DW	CH60
0951	N875ED	GLST
0965	N875EZ	VEZE
096A	N875FD	B77L
096B	N875FE	C208
097F	N875G	P28A
0981	N875GB	H60
0998	N875H	GLST
099A	N875HB	HA4T
09B1	N875J	BE20
09B3	N875JB	AT8T
09B8	N875JG	BE58
09C1	N875JR	EN48
09C2	N875JS	C56X
09C3	N875JT	S22T
09E3	N875L	AA5
09F1	N875LP	H25B
09FC	N875M	B06
09FD	N875MA	C150
09FE	N875MB	RV7
09FF	N875MC	V10
0A04	N875MH	EC30
0A22	N875NN	B738
0A2E	N875P	WW24
0A30	N875PB	B505
0A32	N875PD	BE36
0A37	N875PJ	C82T
0A39	N875PL	BE35
0A60	N875R	BE35
0A68	N875RH	C172
0A69	05-0646	PC12
0A6C	N875RM	GL7T
0A75	N875RW	E170
0A7A	N875SA	H500
0A7B	N875SB	SR20
0A81	N875SH	P46T
0A87	N875SP	BE20
0A8B	N875ST	B407
0A92	N875T	BE35
0A93	N875TA	F16
0A9E	N875TM	GLF5
0AAC	N875UA	A319
0AB9	N875UP	BE30
0ADD	N875W	WAIX
0AE2	N875WE	UH12
0B41	N8750	CH7B
0B46	N8750E	P28A
0B48	N8750G	C150
0B4B	N8750K	S108
0B4C	N8750L	PA25
0B4E	N8750N	P28A
0B50	N8750Q	B38M
0B51	N8750R	COUR
0B52	N8750S	C150
0B54	N8750U	C172
0B55	N8750V	CH7A
0B56	N8750W	P28B
0B59	N8750Z	C185
0B5E	N87504	RC3
0B61	N87507	B738
0B64	N8751	CH7A
0B65	N8751A	BE35
0B68	N8751D	CRJ2
0B69	N8751E	P28A
0B6A	N8751F	H269
0B6B	N8751G	C150
0B74	N8751R	B38M
0B75	N8751S	C150
0B78	N8751V	BL8
0B7F	N87512	B738
0B80	N87513	B738
0B82	N87515	RC3
0B87	N8752	CH7B
0B8C	N8752E	P32R
0B96	N8752Q	B38M
0B99	N8752T	C182
0B9A	N8752U	C172
0B9B	N8752V	CH7B
0B9C	N8752W	P28B
0B9D	N8752X	C182
0B9E	N8752Y	PA30
0BA7	N87527	B738
0BAA	N8753	CH7B
0BAD	N8753C	PA18
0BAF	N8753E	PA34
0BB1	N8753G	BE35
0BB7	N8753N	P28A
0BB9	N8753Q	B38M
0BBB	N8753S	AT3P
0BBC	N8753T	C182
0BBD	N8753U	C172
0BBE	N8753V	BL8
0BBF	N8753W	P28B
0BC2	N8753Z	C206
0BC4	N87531	B738
0BC7	N87534	C337
0BCF	N8754B	C172
0BD2	N8754E	P28A
0BDB	N8754P	PA24
0BDC	N8754Q	T206
0BDE	N8754S	B38M
0BDF	N8754T	C182
0BE1	N8754V	CH7B
0BE3	N8754X	C182
0BE4	N8754Y	PA30
0BE5	N8754Z	C206
0BE7	N87541	C421
0BED	N87547	RC3
0BEE	N87548	RC3
0BF1	N8755A	RV8
0BF2	N8755B	C172
0BF5	N8755E	P28A
0BFA	N8755K	S108
0BFB	N8755L	B38M
0BFC	N8755M	BE23
0BFF	N8755Q	T206
0C03	N8755U	C150
0C04	N8755V	CH7B
0C05	N8755W	P28B
0C06	N8755X	P46T
0C07	N8755Y	PA30
0C0C	N87553	RC3
0C16	N8756C	P28A
0C17	N8756D	PA22
0C18	N8756E	P28A
0C21	N8756P	PA24
0C22	N8756Q	T206
0C28	N8756W	P28B
0C29	N8756X	C182
0C2A	N8756Y	PA30
0C2D	N87561	C421
0C30	N87564	RC3
0C31	N87565	BE35
0C32	N87566	RC3
0C33	N87567	RC3
0C39	N8757C	PA18
0C3B	N8757E	P28R
0C41	N8757L	B38M
0C42	N8757M	BE23
0C43	N8757N	P28A
0C44	N8757P	PA24
0C46	N8757R	RV10
0C47	N8757S	C150
0C5C	N8758C	PA18
0C5D	N8758D	CRJ2
0C5E	N8758E	P28R
0C63	N8758K	S108
0C64	N8758L	B38M
0C67	N8758P	PA24
0C68	N8758Q	T206
0C71	N8758Z	C206
0C75	N87583	RC3
0C78	N87586	RC3
0C81	N8759E	P32R
0C89	N8759N	P28A
0C8A	N8759P	PA24
0C8B	N8759Q	B38M
0C8D	N8759S	C150
0C8E	N8759T	C182
0C8F	N8759U	C172
0C90	N8759V	BL8
0C91	N8759W	P28B
0C92	N8759X	C182
0C94	N8759Z	C206
0C97	N87592	H269
0C98	N87593	GLID
0C9C	N87597	DHC2
0CA0	N876A	PA22
0CA1	N876AA	SR22
0CA3	N876AC	B407
0CA4	N876AD	C56X
0CA9	N876AJ	RV6
0CAA	N876AK	FOX
0CAB	N876AL	B788
0CAE	N876AP	G2CA
0CB1	N876AS	CRJ2
0CBB	N876BB	C550
0CBE	N876BE	SONX
0CC9	N876BR	DA40
0CD5	N876CC	CC11
0CD9	N876CG	C182
0CDE	N876CM	PTS1
0CDF	N876CN	GA6C
0CE0	N876CP	SR22
0CE3	N876CS	CL30
0CEB	N876D	S108
0CEC	N876DA	P208
0CF8	N876DN	B739
0D02	N876DY	S22T
0D06	N876EB	RV8
0D09	N876EE	PA32
0D0D	N876EJ	C82S
0D10	N876EM	UH1
0D1D	N876F	GLID
0D21	N876FD	B77L
0D22	N876FE	C208
0D29	N876FM	S22T
0D36	N876G	C650
0D37	N876GA	MD83
0D3E	N876GH	G150
0D3F	N876GJ	B407
0D41	N876GL	GLF4
0D42	N876GM	UH1
0D69	N876JA	C56X
0D6B	N876JC	E50P
0D70	N876JH	RAF2
0D79	N876JS	C25C
0D87	N876KF	FOX
0D9B	N876LA	AT8T
0DA0	N876LF	PC12
0DA1	N876LG	RS12
0DAB	N876LS	VELO
0DBA	N876MG	C172
0DBB	N876MH	EC30
0DC4	N876MS	C25A
0DD9	N876NN	B738
0DE6	N876PA	BE9L
0DF1	N876PM	BE36
0DF6	N876PS	C240
0E17	N876R	T210
0E18	N876RA	C56X
0E20	N876RJ	A109
0E2B	N876RV	RV7
0E30	N876S	C182
0E31	N876SA	SAVG
0E38	N876SH	C180
0E42	N876ST	B407
0E45	N876SW	BL8
0E49	N876T	BE35
0E4A	N876TA	F16
0E4B	N876TB	RV6
0E55	N876TM	SF50
0E5C	N876TU	GLSP
0E62	N876U	C525
0E63	N876UA	A319
0E65	N876UC	C56X
0E66	N876UD	C25A
0E70	N876UP	BE30
0E7C	N876VA	K100
0E94	N876W	C172
0EA0	N876WM	RV6
0EC8	N876YB	H60
0EDF	N876Z	GLST
0EFA	N8760B	C172
0EFB	N8760C	P28A
0EFD	N8760E	P32R
0F04	N8760M	BE23
0F0A	N8760T	C182
0F0B	N8760U	C150
0F0D	N8760W	P28B
0F12	N87601	S108
0F14	N87603	GLID
0F18	N87607	S108
0F19	N87608	S108
0F1E	N8761C	PA18
0F21	N8761F	P28A
0F22	N8761G	C150
0F23	N8761H	G164
0F25	N8761K	S108
0F26	N8761L	B38M
0F27	N8761M	BE23
0F2D	N8761T	C182
0F2E	N8761U	C172
0F30	N8761W	P28B
0F33	N8761Z	C206
0F37	N87613	T6
0F38	N87614	ST75
0F40	N8762B	PA46
0F42	N8762D	PA22
0F43	N8762E	P28A
0F4A	N8762M	GLEX
0F4B	N8762N	P28A
0F4D	N8762Q	B38M
0F50	N8762T	C182
0F51	N8762U	C172
0F5A	N87623	RS20
0F63	N8763B	C172
0F68	N8763G	C150
0F6B	N8763K	T34P
0F6D	N8763M	BE23
0F6E	N8763N	P28A
0F70	N8763Q	T206
0F72	N8763S	C150
0F76	N8763W	P28B
0F77	N8763X	C182
0F79	N8763Z	C206
0F87	N8764C	P28A
0F89	N8764E	P28A
0F8B	N8764G	C150
0F8D	N8764J	AA5
0F90	N8764M	BE23
0F99	N8764W	P28B
0F9A	N8764X	C182
0F9B	N8764Y	PA30
0FA7	N8675	PC24
0FAA	N8765C	P28A
0FAC	N8765E	P28A
0FAD	N8765F	P28A
0FAF	N8765H	HUSK
0FB6	N8765Q	B38M
0FB8	N8765S	FA62
0FB9	N8765T	SR22
0FBA	N8765U	C150
0FBB	N8765V	SR22
0FBC	N8765W	SR20
0FBE	N8765Y	PA30
0FCB	N8766A	BE35
0FCD	N8766C	RS12
0FCE	N8766D	PA22
0FCF	N8766E	P28R
0FD1	N8766G	C150
0FD2	N8766H	G164
0FD6	N8766M	BE23
0FD8	N8766P	PA24
0FDC	N8766T	B38M
0FDF	N8766W	P28B
0FE0	N8766X	C182
0FED	N8767	B737
0FF1	N8767D	PA22
0FF5	N8767H	NAVI
0FF9	N8767M	B38M
0FFA	N8767N	P28A
0FFE	N8767S	C150
0FFF	N8767T	C182
1003	N8767X	C182
100B	N87675	RELI
1012	N8768B	SREY
1016	N8768F	H269
101A	N8768K	PA32
101B	N8768L	PA25
101C	N8768M	C182
101D	N8768N	P28A
101E	N8768P	PA24
101F	N8768Q	B38M
1020	N8768R	C182
1022	N8768T	C182
1023	N8768U	C172
1025	N8768W	P28B
1026	N8768X	C182
1030	N87687	C172
1033	N8769	EC30
103A	N8769G	C150
103D	N8769K	S108
1042	N8769Q	B38M
1043	N8769R	BE95
1045	N8769T	C182
1049	N8769X	C182
104A	N8769Y	PA30
104B	N8769Z	C77R
104C	N87690	BE18
104E	N87692	BE18
104F	N87693	BE18
1053	N87697	N3N
1055	N87699	BE20
1057	N877A	GLF4
1058	N877AA	C172
105A	N877AC	S22T
105E	N877AG	S22T
1068	N877AS	CRJ2
1069	N877AT	C150
106B	N877AV	P46T
1070	N877B	S211
1076	N877BF	B788
1077	N877BG	RELI
1080	N877BR	DA40
1089	N877C	SR22
108A	N877CA	BE58
108B	N877CB	C182
108D	N877CD	SR22
1095	N877CM	SR22
1097	N877CP	SR22
1099	N877CR	EC35
109D	N877CV	C82S
10A3	N877DA	P28A
10A5	N877DC	CRER
10A7	N877DE	PA32
10A9	N877DG	PA18
10AF	N877DN	B739
10B2	N877DR	R44
10B3	N877DS	PA32
10B7	N877DW	C82S
10C7	N877EM	S22T
10D6	N877FB	BE95
10D8	N877FD	B77L
10DF	N877FL	BE40
10ED	N877G	P28A
10EE	N877GA	MD83
10FF	N877GT	AA5
1102	N877GW	SR22
1106	N877H	CL60
1111	N877HL	BE36
1117	N877HS	P28R
111F	N877J	BE40
1121	N877JB	C421
112A	N877JL	BE58
1130	N877JS	FOX
1138	N877K	RV7
113A	N877KB	C650
1152	N877LA	AT5T
1154	N877LC	GLF4
116B	N877MA	P28A
116E	N877MD	P28A
116F	N877ME	SONX
1171	N877MG	DC3
1172	N877MH	EC30
1176	N877MM	RV7
117B	N877MS	S22T
117E	N877MV	P46T
1187	N877ND	PA44
118A	N877NG	PC12
1190	N877NN	B738
119C	N877P	PA24
119D	N877PA	BE20
119F	N877PC	J3
11A0	N877PD	RV7
11A8	N877PM	EA50
11AC	N877PR	SR22
11D1	N877RC	BE20
11D2	N877RD	P28R
11E0	N877RT	CC11
11E2	N877RV	RV7
11E3	N877RW	C56X
11E8	N877SA	FA50
11E9	N877SB	GLF5
11EA	N877SC	C310
11EB	N877SD	C25B
11ED	N877SF	GLIM
11F3	N877SM	P28B
11F5	N877SP	BE76
11F9	N877ST	B407
11FB	N877SV	E35L
11FC	N877SW	A109
1200	N877T	BE36
1201	N877TA	F16
1203	N877TC	RV8
1206	N877TF	C172
1215	N877TW	COY2
121A	N877UA	A319
122A	N877US	DA40
1232	N877V	GLIM
124B	N877W	LJ45
124E	N877WC	P51
126F	N877XL	AS50
12B7	N8770H	NAVI
12BD	N8770P	PA24
12C1	N8770T	C182
12C5	N8770X	C182
12CC	N87704	J3
12D1	N87709	J3
12D3	N8771A	CRJ2
12D5	N8771C	P28A
12D6	N8771D	B38M
12E7	N8771W	P28B
12E8	N8771X	C182
12E9	N8771Y	PA30
12EB	N87710	J3
12EC	N87711	BE18
12EE	N87713	J3
12F0	N87715	J3
12F2	N87717	S58P
12F9	N8772D	PA22
1301	N8772M	B38M
1305	N8772R	BE95
1306	N8772S	C150
130B	N8772X	C180
1311	N87723	J3
1316	N87728	J3
131E	N8773F	H269
131F	N8773G	C150
1324	N8773M	BE23
1325	N8773N	P28A
1326	N8773P	PA24
1327	N8773Q	B738
132B	N8773U	C172
132D	N8773W	P28B
132E	N8773X	RV8
1330	N8773Z	C206
1331	N87730	J3
1333	N87732	J3
1335	N87734	J3
133E	N8774C	PA18
133F	N8774D	PA22
1341	N8774F	H269
134A	N8774Q	B38M
134C	N8774S	AT3P
1350	N8774W	P28B
1353	N8774Z	C206
1359	N87745	DC3
135F	N8775A	CRJ2
1360	N8775B	C172
1361	N8775C	PA18
136A	N8775M	BE23
136B	N8775N	P28A
136D	N8775Q	B38M
1374	N8775X	C182
1376	N8775Z	T206
1379	N87752	J3
137A	N87753	J3
137D	N87756	J3
137E	N87757	J3
137F	N87758	COUR
1380	N87759	J3
1385	N8776D	PA22
1389	N8776H	NAVI
138C	N8776L	B38M
1390	N8776Q	C185
1394	N8776U	C172
139B	N87761	J3
139D	N87763	COUR
13A1	N87767	C172
13A3	N87769	J3
13A6	N8777B	C172
13B1	N8777N	P28A
13B2	N8777P	PA24
13B4	N8777R	BE60
13B8	N8777V	BL17
13B9	N8777W	P28B
13BA	N8777X	SR22
13BB	N8777Y	PA30
13BE	N87771	J3
13BF	N87772	J3
13C0	N87773	J3
13C1	N87774	J3
13C3	N87776	J3
13C4	N87777	J3
13C6	N87779	J3
13C7	N8778	H25B
13C9	N8778B	C172
13CB	N8778D	PA22
13D1	N8778K	S108
13D2	N8778L	PA25
13D3	N8778M	BE23
13D4	N8778N	TL20
13D5	N8778P	PA24
13D6	N878Q	B38M
13D9	N8778T	C182
13DA	N8778U	C150
13DC	N8778W	P28B
13DE	N8778Y	PA30
13DF	N8778Z	C77R
13E4	N87784	J3
13E6	N87786	J3
13E7	N87787	TAYD
13E9	N87789	J3
13EA	N8779	CH7A
13EC	N8779B	C172
13ED	N8779C	P32R
13F1	N8779G	C150
13F2	N8779H	G164
13F7	N8779N	P28A
13F9	N8779Q	B38M
13FC	N8779T	C182
13FE	N8779V	BL17
13FF	N8779W	P28B
1400	N8779X	C182
1404	N87791	J3
1405	N87792	J3
140D	N878	CH7A
1411	N878AC	BL8
1419	N878AL	CH65
141F	N878AS	CRJ2
1428	N878BA	B789
1429	N878BB	BE58
142A	N878BC	R44
142B	N878BD	SRAI
142E	N878BG	B788
1439	N878BT	P32R
143C	N878BW	EA50
1441	N878CA	BE58
1442	N878CB	R44
1443	N878CC	CL60
1444	N878CD	PA11
1446	N878CF	S22T
144E	N878CP	C82T
1451	N878CS	LJ60
1452	N878CT	B350
145A	N878DA	P28A
145B	N878DB	GLF5
